link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Micrommata virescens,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Marpissa radiata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Coronella austriaca,Lacerta agilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Trochosa spinipalpis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pardosa sp,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Tibellus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa sp,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thomisidae,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Limonia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneae,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Limoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Zelotes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thomisidae,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Marpissa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Clubiona phragmitis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Trachelipus rathkei,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sp,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Tibellus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Sciocoris cursitans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Pipinculus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Bathyphantes gracilis,Chaetarthria seminulum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneus diadematus,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora sp,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Micrommata virescens,Limonia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Micrommata virescens,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Micrommata virescens,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Dixella sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneus diadematus,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Cicadella viridis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Staphylinidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Cloeon simile,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora sp,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Pirata sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Pediobius sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Pirata sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Micrommata virescens,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Cicadella viridis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Limoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Limothrips denticornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Natrix natrix,Microtus agrestis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Coleoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sanguineum,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Gnaphosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Pterostichus strenuus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Gnaphosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Evarcha arcuata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Evarcha sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Evarcha sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Arctosa sp,Pirata sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Pisaura mirabilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympecma fusca,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Pipinculus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Cicadella viridis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Calliphoridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Anisoptera,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Antistea elegans,Myllaena minuta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sitticus sp,Agromyzidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena dubia,Myllaena minuta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sanguineum,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Sitticus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Sympecma fusca,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Myllaena minuta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Arctosa sp,Gnaphosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thomisidae,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Tetramorium sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Sciocoris cursitans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Agromyzidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympecma fusca,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Chloropidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Anisoptera,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena minuta,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Marpissa radiata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Porcellium conspersum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Bathyphantes gracilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pirata sp,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sp,Sympecma fusca,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ephydridae,Proctotrupoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Arctosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora sp,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Sciocoris cursitans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Cicadella viridis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Chorthippus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Tipula sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Marpissa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Zelotes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Coronella austriaca,Anguis fragilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Zelotes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha arcuata,Marpissa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Ephydridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Edaphus blŸhweissi,Entomobryomorpha,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Edaphus blŸhweissi,Poduromorpha,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Edaphus blŸhweissi,Sminthuridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Clubiona sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneus diadematus,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Vallonia pulchella,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Evarcha arcuata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Myllaena minuta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Tetramorium sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Calliphoridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Formica sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sp,Tipula sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Pisaura mirabilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Arctosa sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pardosa sp,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Pardosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sanguineum,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneus diadematus,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sp,Calliphoridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Micrommata virescens,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympecma fusca,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Antistea elegans,Chaetarthria seminulum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Antistea elegans,Spanioconnus wetterhali,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Anisoptera,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Myllaena minuta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena dubia,Chaetarthria seminulum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena dubia,Spanioconnus wetterhali,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Armadillidium vulgare,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Chaetarthria seminulum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Spanioconnus wetterhali,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Vertigo antivertigo,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Zelotes sp,Pirata sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa sp,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Tetramorium sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Formica sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Edaphus blŸhweissi,Acari phyto,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Edaphus blŸhweissi,Acari pred,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
